Year,OrgCode,OrgName,OrgType,VacCode,Value
2013-14,E09000024,Merton,LA,DtaP_IPV_Hib_5y,88.4759525296690
2013-14,E09000024,Merton,LA,Hib_MenC_24m,81.0328900000000
2013-14,E09000024,Merton,LA,Hib_MenC_5y,79.6064959400375
2013-14,E09000024,Merton,LA,MMR_24m,82.0780800000000
2013-14,E09000024,Merton,LA,MMR1_5y,84.3222985633979
2013-14,E09000024,Merton,LA,MMR2_5y,72.2985633978763
2013-14,E09000024,Merton,LA,PCV_12m,84.9513100000000
2013-14,E09000024,Merton,LA,PCV_24m,82.7851300000000
2013-14,E09000025,Newham,LA,Cohort_12m,6114.0000000000000
2013-14,E09000025,Newham,LA,Cohort_24m,6191.0000000000000
2013-14,E09000025,Newham,LA,Cohort_5y,5645.0000000000000
2013-14,E09000025,Newham,LA,DTaP_IPV_5y,72.8255093002657
2013-14,E09000025,Newham,LA,DTaP_IPV_Hib_12m,88.4690873405299
2013-14,E09000025,Newham,LA,DTaP_IPV_Hib_24m,91.8753028589888
2013-14,E09000025,Newham,LA,DtaP_IPV_Hib_5y,90.5757307351639
2013-14,E09000025,Newham,LA,Hib_MenC_24m,84.8328218381522
2013-14,E09000025,Newham,LA,Hib_MenC_5y,85.6864481842338
2013-14,E09000025,Newham,LA,MMR_24m,85.1235664674527
2013-14,E09000025,Newham,LA,MMR1_5y,90.2037201062888
2013-14,E09000025,Newham,LA,MMR2_5y,74.4729849424269
2013-14,E09000025,Newham,LA,PCV_12m,87.8802747791953
2013-14,E09000025,Newham,LA,PCV_24m,84.0090453884671
2013-14,E09000026,Redbridge,LA,Cohort_12m,4841.0000000000000
2013-14,E09000026,Redbridge,LA,Cohort_24m,4740.0000000000000
2013-14,E09000026,Redbridge,LA,Cohort_5y,4422.0000000000000
2013-14,E09000026,Redbridge,LA,DTaP_IPV_5y,79.8507462686567
2013-14,E09000026,Redbridge,LA,DTaP_IPV_Hib_12m,92.3156372650279
2013-14,E09000026,Redbridge,LA,DTaP_IPV_Hib_24m,94.1350210970464
2013-14,E09000026,Redbridge,LA,DtaP_IPV_Hib_5y,91.4292175486205
2013-14,E09000026,Redbridge,LA,Hib_MenC_24m,86.7299578059072
2013-14,E09000026,Redbridge,LA,Hib_MenC_5y,85.6852103120760
2013-14,E09000026,Redbridge,LA,MMR_24m,88.0168776371308
2013-14,E09000026,Redbridge,LA,MMR1_5y,90.1175938489371
2013-14,E09000026,Redbridge,LA,MMR2_5y,78.3808231569426
2013-14,E09000026,Redbridge,LA,PCV_12m,90.7457136955175
2013-14,E09000026,Redbridge,LA,PCV_24m,87.1940928270042
2013-14,E09000027,Richmond upon Thames,LA,Cohort_12m,2921.0000000000000
2013-14,E09000027,Richmond upon Thames,LA,Cohort_24m,3097.0000000000000
2013-14,E09000027,Richmond upon Thames,LA,Cohort_5y,3135.0000000000000
2013-14,E09000027,Richmond upon Thames,LA,DTaP_IPV_5y,77.4162679425837
2013-14,E09000027,Richmond upon Thames,LA,DTaP_IPV_Hib_12m,92.6395070181445
2013-14,E09000027,Richmond upon Thames,LA,DTaP_IPV_Hib_24m,94.8659993542138
2013-14,E09000027,Richmond upon Thames,LA,DtaP_IPV_Hib_5y,94.4816586921850
2013-14,E09000027,Richmond upon Thames,LA,Hib_MenC_24m,88.4404262189215
2013-14,E09000027,Richmond upon Thames,LA,Hib_MenC_5y,86.8580542264753
2013-14,E09000027,Richmond upon Thames,LA,MMR_24m,89.0216338391992
2013-14,E09000027,Richmond upon Thames,LA,MMR1_5y,91.6427432216906
2013-14,E09000027,Richmond upon Thames,LA,MMR2_5y,77.2567783094099
2013-14,E09000027,Richmond upon Thames,LA,PCV_12m,92.4683327627525
2013-14,E09000027,Richmond upon Thames,LA,PCV_24m,88.0206651598321
2013-14,E09000028,Southwark,LA,Cohort_12m,4438.0000000000000
2013-14,E09000028,Southwark,LA,Cohort_24m,4357.0000000000000
2013-14,E09000028,Southwark,LA,Cohort_5y,4026.0000000000000
2013-14,E09000028,Southwark,LA,DTaP_IPV_5y,78.7133631395926
2013-14,E09000028,Southwark,LA,DTaP_IPV_Hib_12m,92.2036953582695
2013-14,E09000028,Southwark,LA,DTaP_IPV_Hib_24m,94.3768648152398
2013-14,E09000028,Southwark,LA,DtaP_IPV_Hib_5y,94.5851962245405
2013-14,E09000028,Southwark,LA,Hib_MenC_24m,87.5831994491623
2013-14,E09000028,Southwark,LA,Hib_MenC_5y,89.4932935916543
2013-14,E09000028,Southwark,LA,MMR_24m,88.9373422079412
2013-14,E09000028,Southwark,LA,MMR1_5y,91.8777943368107
2013-14,E09000028,Southwark,LA,MMR2_5y,85.2707401887730
2013-14,E09000028,Southwark,LA,PCV_12m,91.8431726002704
2013-14,E09000028,Southwark,LA,PCV_24m,87.8356667431719
2013-14,E09000029,Sutton,LA,Cohort_12m,2615.0000000000000
2013-14,E09000029,Sutton,LA,Cohort_24m,2768.0000000000000
2013-14,E09000029,Sutton,LA,Cohort_5y,2693.0000000000000
2013-14,E09000029,Sutton,LA,DTaP_IPV_5y,74.6750835499443
2013-14,E09000029,Sutton,LA,DTaP_IPV_Hib_12m,86.6921600000000
2013-14,E09000029,Sutton,LA,DTaP_IPV_Hib_24m,87.0664700000000
2013-14,E09000029,Sutton,LA,DtaP_IPV_Hib_5y,89.4541403639064
2013-14,E09000029,Sutton,LA,Hib_MenC_24m,86.6690800000000
2013-14,E09000029,Sutton,LA,Hib_MenC_5y,81.0620126253249
2013-14,E09000029,Sutton,LA,MMR_24m,87.8974000000000
2013-14,E09000029,Sutton,LA,MMR1_5y,86.2235425176383
2013-14,E09000029,Sutton,LA,MMR2_5y,80.0222799851467
2013-14,E09000029,Sutton,LA,PCV_12m,88.3365200000000
2013-14,E09000029,Sutton,LA,PCV_24m,87.5000000000000
2013-14,E09000030,Tower Hamlets,LA,Cohort_12m,4554.0000000000000
2013-14,E09000030,Tower Hamlets,LA,Cohort_24m,4204.0000000000000
2013-14,E09000030,Tower Hamlets,LA,Cohort_5y,3731.0000000000000
2013-14,E09000030,Tower Hamlets,LA,DTaP_IPV_5y,93.5942106673814
2013-14,E09000030,Tower Hamlets,LA,DTaP_IPV_Hib_12m,96.4207290294247
2013-14,E09000030,Tower Hamlets,LA,DTaP_IPV_Hib_24m,97.3358705994291
2013-14,E09000030,Tower Hamlets,LA,DtaP_IPV_Hib_5y,97.1857410881801
2013-14,E09000030,Tower Hamlets,LA,Hib_MenC_24m,94.8620361560419
2013-14,E09000030,Tower Hamlets,LA,Hib_MenC_5y,92.8705440900563
2013-14,E09000030,Tower Hamlets,LA,MMR_24m,93.7916270218839
2013-14,E09000030,Tower Hamlets,LA,MMR1_5y,96.0064325917984
2013-14,E09000030,Tower Hamlets,LA,MMR2_5y,93.0045564191906
2013-14,E09000030,Tower Hamlets,LA,PCV_12m,95.9595959595960
2013-14,E09000030,Tower Hamlets,LA,PCV_24m,94.2911512844910
2013-14,E09000031,Waltham Forest,LA,Cohort_12m,4848.0000000000000
2013-14,E09000031,Waltham Forest,LA,Cohort_24m,4927.0000000000000
2013-14,E09000031,Waltham Forest,LA,Cohort_5y,4548.0000000000000
2013-14,E09000031,Waltham Forest,LA,DTaP_IPV_5y,78.4520668425682
2013-14,E09000031,Waltham Forest,LA,DTaP_IPV_Hib_12m,87.1080858085809
2013-14,E09000031,Waltham Forest,LA,DTaP_IPV_Hib_24m,91.9626547594885
2013-14,E09000031,Waltham Forest,LA,DtaP_IPV_Hib_5y,90.5013192612137
2013-14,E09000031,Waltham Forest,LA,Hib_MenC_24m,84.7980515526690
2013-14,E09000031,Waltham Forest,LA,Hib_MenC_5y,87.1591908531223
2013-14,E09000031,Waltham Forest,LA,MMR_24m,84.8386442053988
2013-14,E09000031,Waltham Forest,LA,MMR1_5y,89.7537379067722
2013-14,E09000031,Waltham Forest,LA,MMR2_5y,77.5945470536499
2013-14,E09000031,Waltham Forest,LA,PCV_12m,85.7054455445545
2013-14,E09000031,Waltham Forest,LA,PCV_24m,83.2555307489344
2013-14,E09000032,Wandsworth,LA,Cohort_12m,5500.0000000000000
2013-14,E09000032,Wandsworth,LA,Cohort_24m,5217.0000000000000
2013-14,E09000032,Wandsworth,LA,Cohort_5y,4973.0000000000000
2013-14,E09000032,Wandsworth,LA,DTaP_IPV_5y,69.7969032776996
2013-14,E09000032,Wandsworth,LA,DTaP_IPV_Hib_12m,89.4727272727273
2013-14,E09000032,Wandsworth,LA,DTaP_IPV_Hib_24m,94.0770557791834
2013-14,E09000032,Wandsworth,LA,DtaP_IPV_Hib_5y,91.8158053488840
2013-14,E09000032,Wandsworth,LA,Hib_MenC_24m,86.7740080506038
2013-14,E09000032,Wandsworth,LA,Hib_MenC_5y,81.8017293384275
2013-14,E09000032,Wandsworth,LA,MMR_24m,88.6333141652291
2013-14,E09000032,Wandsworth,LA,MMR1_5y,86.5473557208928
2013-14,E09000032,Wandsworth,LA,MMR2_5y,79.6300020108586
2013-14,E09000032,Wandsworth,LA,PCV_12m,89.6909090909091
2013-14,E09000032,Wandsworth,LA,PCV_24m,85.3939045428407
2013-14,E09000033,Westminster,LA,Cohort_12m,2930.0000000000000
2013-14,E09000033,Westminster,LA,Cohort_24m,2787.0000000000000
2013-14,E09000033,Westminster,LA,Cohort_5y,2795.0000000000000
2013-14,E09000033,Westminster,LA,DTaP_IPV_5y,65.2236135957066
2013-14,E09000033,Westminster,LA,DTaP_IPV_Hib_12m,79.0443686006826
2013-14,E09000033,Westminster,LA,DTaP_IPV_Hib_24m,81.5572299964119
2013-14,E09000033,Westminster,LA,DtaP_IPV_Hib_5y,75.0268336314848
2013-14,E09000033,Westminster,LA,Hib_MenC_24m,77.5026910656620
2013-14,E09000033,Westminster,LA,Hib_MenC_5y,72.6654740608229
2013-14,E09000033,Westminster,LA,MMR_24m,79.5479009687836
2013-14,E09000033,Westminster,LA,MMR1_5y,74.8479427549195
2013-14,E09000033,Westminster,LA,MMR2_5y,64.1860465116279
2013-14,E09000033,Westminster,LA,PCV_12m,80.2047781569966
2013-14,E09000033,Westminster,LA,PCV_24m,76.9285970577682
2013-14,E10000002,Buckinghamshire,LA,Cohort_12m,6298.9044632372800
2013-14,E10000002,Buckinghamshire,LA,Cohort_24m,6718.5817175810300
2013-14,E10000002,Buckinghamshire,LA,Cohort_5y,6832.6871843814700
2013-14,E10000002,Buckinghamshire,LA,DTaP_IPV_5y,94.8031890093237
2013-14,E10000002,Buckinghamshire,LA,DTaP_IPV_Hib_12m,96.3669561008753
2013-14,E10000002,Buckinghamshire,LA,DTaP_IPV_Hib_24m,97.1265870532151
2013-14,E10000002,Buckinghamshire,LA,DtaP_IPV_Hib_5y,96.3412560921496
2013-14,E10000002,Buckinghamshire,LA,Hib_MenC_24m,95.6998833339198
2013-14,E10000002,Buckinghamshire,LA,Hib_MenC_5y,95.6350339592425
2013-14,E10000002,Buckinghamshire,LA,MMR_24m,95.7353344660843
2013-14,E10000002,Buckinghamshire,LA,MMR1_5y,95.4407709292328
2013-14,E10000002,Buckinghamshire,LA,MMR2_5y,92.7344730490583
2013-14,E10000002,Buckinghamshire,LA,PCV_12m,95.9057794051269
2013-14,E10000002,Buckinghamshire,LA,PCV_24m,95.9637803841419
2013-14,E10000003,Cambridgeshire,LA,Cohort_12m,7898.0000000000000
2013-14,E10000003,Cambridgeshire,LA,Cohort_24m,8009.0000000000000
2013-14,E10000003,Cambridgeshire,LA,Cohort_5y,8037.0000000000000
2013-14,E10000003,Cambridgeshire,LA,DTaP_IPV_5y,87.2589274604952
2013-14,E10000003,Cambridgeshire,LA,DTaP_IPV_Hib_12m,93.6946062294252
2013-14,E10000003,Cambridgeshire,LA,DTaP_IPV_Hib_24m,94.4437507803721
2013-14,E10000003,Cambridgeshire,LA,DtaP_IPV_Hib_5y,94.1396043299739
2013-14,E10000003,Cambridgeshire,LA,Hib_MenC_24m,91.4471219877638
2013-14,E10000003,Cambridgeshire,LA,Hib_MenC_5y,91.4395918875202
2013-14,E10000003,Cambridgeshire,LA,MMR_24m,89.8738918716444
2013-14,E10000003,Cambridgeshire,LA,MMR1_5y,91.9995023018539
2013-14,E10000003,Cambridgeshire,LA,MMR2_5y,85.9400273733980
2013-14,E10000003,Cambridgeshire,LA,PCV_12m,92.7829830336794
2013-14,E10000003,Cambridgeshire,LA,PCV_24m,90.2234985641154
2013-14,E10000006,Cumbria,LA,Cohort_12m,4999.0000000000000
2013-14,E10000006,Cumbria,LA,Cohort_24m,5101.0000000000000
2013-14,E10000006,Cumbria,LA,Cohort_5y,5150.0000000000000
2013-14,E10000006,Cumbria,LA,DTaP_IPV_5y,94.3495145631068
2013-14,E10000006,Cumbria,LA,DTaP_IPV_Hib_12m,97.3394678935787
2013-14,E10000006,Cumbria,LA,DTaP_IPV_Hib_24m,98.0788080768477
2013-14,E10000006,Cumbria,LA,DtaP_IPV_Hib_5y,97.6893203883495
2013-14,E10000006,Cumbria,LA,Hib_MenC_24m,96.7065281317389
2013-14,E10000006,Cumbria,LA,Hib_MenC_5y,92.7766990291262
2013-14,E10000006,Cumbria,LA,MMR_24m,96.7261321309547
2013-14,E10000006,Cumbria,LA,MMR1_5y,96.7184466019417
2013-14,E10000006,Cumbria,LA,MMR2_5y,93.7087378640777
2013-14,E10000006,Cumbria,LA,PCV_12m,97.2794558911782
2013-14,E10000006,Cumbria,LA,PCV_24m,95.2166241913350
2013-14,E10000007,Derbyshire,LA,Cohort_12m,7830.2935645019100
2013-14,E10000007,Derbyshire,LA,Cohort_24m,7994.9711454386500
2013-14,E10000007,Derbyshire,LA,Cohort_5y,7893.4297385620900
2013-14,E10000007,Derbyshire,LA,DTaP_IPV_5y,94.2038540781932
2013-14,E10000007,Derbyshire,LA,DTaP_IPV_Hib_12m,97.0534504564560
2013-14,E10000007,Derbyshire,LA,DTaP_IPV_Hib_24m,98.5325882132407
2013-14,E10000007,Derbyshire,LA,DtaP_IPV_Hib_5y,98.4757862034260
2013-14,E10000007,Derbyshire,LA,Hib_MenC_24m,96.3241466345830
2013-14,E10000007,Derbyshire,LA,Hib_MenC_5y,96.8919629732596
2013-14,E10000007,Derbyshire,LA,MMR_24m,95.5014785234058
2013-14,E10000007,Derbyshire,LA,MMR1_5y,96.9556131630116
2013-14,E10000007,Derbyshire,LA,MMR2_5y,93.6987347175269
2013-14,E10000007,Derbyshire,LA,PCV_12m,96.6899353982433
2013-14,E10000007,Derbyshire,LA,PCV_24m,95.7590836209850
2013-14,E10000008,Devon,LA,Cohort_12m,7568.0000000000000
2013-14,E10000008,Devon,LA,Cohort_24m,7733.0000000000000
2013-14,E10000008,Devon,LA,Cohort_5y,7775.0000000000000
2013-14,E10000008,Devon,LA,DTaP_IPV_5y,91.5112540192926
2013-14,E10000008,Devon,LA,DTaP_IPV_Hib_12m,96.0095137420719
2013-14,E10000008,Devon,LA,DTaP_IPV_Hib_24m,97.0774602353550
2013-14,E10000008,Devon,LA,DtaP_IPV_Hib_5y,96.8488745980708
2013-14,E10000008,Devon,LA,Hib_MenC_24m,92.8488296909349
2013-14,E10000008,Devon,LA,Hib_MenC_5y,92.6688102893891
2013-14,E10000008,Devon,LA,MMR_24m,94.0514677356783
2013-14,E10000008,Devon,LA,MMR1_5y,94.9581993569132
2013-14,E10000008,Devon,LA,MMR2_5y,89.9421221864952
2013-14,E10000008,Devon,LA,PCV_12m,95.6659619450317
2013-14,E10000008,Devon,LA,PCV_24m,94.3100995732575
2013-14,E10000009,Dorset,LA,Cohort_12m,3657.0000000000000
2013-14,E10000009,Dorset,LA,Cohort_24m,3681.0000000000000
2013-14,E10000009,Dorset,LA,Cohort_5y,3909.0000000000000
2013-14,E10000009,Dorset,LA,DTaP_IPV_5y,93.3486825275006
2013-14,E10000009,Dorset,LA,DTaP_IPV_Hib_12m,96.8280010937927
2013-14,E10000009,Dorset,LA,DTaP_IPV_Hib_24m,98.4243412116273
2013-14,E10000009,Dorset,LA,DtaP_IPV_Hib_5y,96.6743412637503
2013-14,E10000009,Dorset,LA,Hib_MenC_24m,95.4903558815539
2013-14,E10000009,Dorset,LA,Hib_MenC_5y,93.8603223330775
2013-14,E10000009,Dorset,LA,MMR_24m,95.5718554740560
2013-14,E10000009,Dorset,LA,MMR1_5y,95.2161678178562
2013-14,E10000009,Dorset,LA,MMR2_5y,92.1719109746738
2013-14,E10000009,Dorset,LA,PCV_12m,96.8280010937927
2013-14,E10000009,Dorset,LA,PCV_24m,96.4683509915784
2013-14,E10000011,East Sussex,LA,Cohort_12m,5380.0000000000000
2013-14,E10000011,East Sussex,LA,Cohort_24m,5491.0000000000000
2013-14,E10000011,East Sussex,LA,Cohort_5y,5575.0000000000000
2013-14,E10000011,East Sussex,LA,DTaP_IPV_5y,89.8116591928251
2013-14,E10000011,East Sussex,LA,DTaP_IPV_Hib_12m,94.5910780669145
2013-14,E10000011,East Sussex,LA,DTaP_IPV_Hib_24m,96.0845019122200
2013-14,E10000011,East Sussex,LA,DtaP_IPV_Hib_5y,95.1569506726457
2013-14,E10000011,East Sussex,LA,Hib_MenC_24m,93.1524312511382
2013-14,E10000011,East Sussex,LA,Hib_MenC_5y,93.3632286995516
2013-14,E10000011,East Sussex,LA,MMR_24m,91.7319249681297
2013-14,E10000011,East Sussex,LA,MMR1_5y,93.3273542600897
2013-14,E10000011,East Sussex,LA,MMR2_5y,89.5246636771301
2013-14,E10000011,East Sussex,LA,PCV_12m,94.3680297397769
2013-14,E10000011,East Sussex,LA,PCV_24m,93.3709706792934
2013-14,E10000012,Essex,LA,Cohort_12m,16858.4611497891000
2013-14,E10000012,Essex,LA,Cohort_24m,17023.6771909220000
2013-14,E10000012,Essex,LA,Cohort_5y,17062.7734684309000
2013-14,E10000012,Essex,LA,DTaP_IPV_5y,91.8811226384609
2013-14,E10000012,Essex,LA,DTaP_IPV_Hib_12m,95.5551157814198
2013-14,E10000012,Essex,LA,DTaP_IPV_Hib_24m,97.2791177272182
2013-14,E10000012,Essex,LA,DtaP_IPV_Hib_5y,96.7393094775786
2013-14,E10000012,Essex,LA,Hib_MenC_24m,95.3557755322628
2013-14,E10000012,Essex,LA,Hib_MenC_5y,95.1229513192874
2013-14,E10000012,Essex,LA,MMR_24m,93.8519764114881
2013-14,E10000012,Essex,LA,MMR1_5y,94.2846739759267
2013-14,E10000012,Essex,LA,MMR2_5y,90.4646901356222
2013-14,E10000012,Essex,LA,PCV_12m,95.6627719637969
2013-14,E10000012,Essex,LA,PCV_24m,94.2541372298440
2013-14,E10000013,Gloucestershire,LA,Cohort_12m,6772.0000000000000
2013-14,E10000013,Gloucestershire,LA,Cohort_24m,7011.0000000000000
2013-14,E10000013,Gloucestershire,LA,Cohort_5y,6760.0000000000000
2013-14,E10000013,Gloucestershire,LA,DTaP_IPV_5y,90.9467455621302
2013-14,E10000013,Gloucestershire,LA,DTaP_IPV_Hib_12m,95.4075605434141
2013-14,E10000013,Gloucestershire,LA,DTaP_IPV_Hib_24m,97.1330765939238
2013-14,E10000013,Gloucestershire,LA,DtaP_IPV_Hib_5y,95.0147928994083
2013-14,E10000013,Gloucestershire,LA,Hib_MenC_24m,92.8255598345457
2013-14,E10000013,Gloucestershire,LA,Hib_MenC_5y,91.3757396449704
2013-14,E10000013,Gloucestershire,LA,MMR_24m,93.9380972757096
2013-14,E10000013,Gloucestershire,LA,MMR1_5y,94.3195266272189
2013-14,E10000013,Gloucestershire,LA,MMR2_5y,89.2603550295858
2013-14,E10000013,Gloucestershire,LA,PCV_12m,95.2008269344359
2013-14,E10000013,Gloucestershire,LA,PCV_24m,93.7954642704322
2013-14,E10000014,Hampshire,LA,Cohort_12m,15727.0000000000000
2013-14,E10000014,Hampshire,LA,Cohort_24m,16152.0000000000000
2013-14,E10000014,Hampshire,LA,Cohort_5y,16035.0000000000000
2013-14,E10000014,Hampshire,LA,DTaP_IPV_5y,91.5497349547864
2013-14,E10000014,Hampshire,LA,DTaP_IPV_Hib_12m,96.4010936605837
2013-14,E10000014,Hampshire,LA,DTaP_IPV_Hib_24m,96.9601287766221
2013-14,E10000014,Hampshire,LA,DtaP_IPV_Hib_5y,95.7904583723106
2013-14,E10000014,Hampshire,LA,Hib_MenC_24m,94.1245666171372
2013-14,E10000014,Hampshire,LA,Hib_MenC_5y,91.2192079825382
2013-14,E10000014,Hampshire,LA,MMR_24m,94.5703318474492
2013-14,E10000014,Hampshire,LA,MMR1_5y,94.1565325849704
2013-14,E10000014,Hampshire,LA,MMR2_5y,90.6891175553477
2013-14,E10000014,Hampshire,LA,PCV_12m,96.1658294652508
2013-14,E10000014,Hampshire,LA,PCV_24m,94.5331847449232
2013-14,E10000015,Hertfordshire,LA,Cohort_12m,15302.0000000000000
2013-14,E10000015,Hertfordshire,LA,Cohort_24m,15697.0000000000000
2013-14,E10000015,Hertfordshire,LA,Cohort_5y,15702.0000000000000
2013-14,E10000015,Hertfordshire,LA,DTaP_IPV_5y,94.0644503884855
2013-14,E10000015,Hertfordshire,LA,DTaP_IPV_Hib_12m,96.9807868252516
2013-14,E10000015,Hertfordshire,LA,DTaP_IPV_Hib_24m,97.3944065745047
2013-14,E10000015,Hertfordshire,LA,DtaP_IPV_Hib_5y,95.2681187109922
2013-14,E10000015,Hertfordshire,LA,Hib_MenC_24m,96.4260686755431
2013-14,E10000015,Hertfordshire,LA,Hib_MenC_5y,94.5102534708954
2013-14,E10000015,Hertfordshire,LA,MMR_24m,95.4895839969421
2013-14,E10000015,Hertfordshire,LA,MMR1_5y,94.1281365431155
2013-14,E10000015,Hertfordshire,LA,MMR2_5y,92.7015666794039
2013-14,E10000015,Hertfordshire,LA,PCV_12m,96.5037250032675
2013-14,E10000015,Hertfordshire,LA,PCV_24m,95.8718226412690
2013-14,E10000016,Kent,LA,Cohort_12m,17868.0000000000000
2013-14,E10000016,Kent,LA,Cohort_24m,18519.0000000000000
2013-14,E10000016,Kent,LA,Cohort_5y,18629.0000000000000
2013-14,E10000016,Kent,LA,DTaP_IPV_5y,88.4588544742069
2013-14,E10000016,Kent,LA,DTaP_IPV_Hib_12m,92.9818670248489
2013-14,E10000016,Kent,LA,DTaP_IPV_Hib_24m,96.8680814298828
2013-14,E10000016,Kent,LA,DtaP_IPV_Hib_5y,94.9272639433142
2013-14,E10000016,Kent,LA,Hib_MenC_24m,92.5103947297370
2013-14,E10000016,Kent,LA,Hib_MenC_5y,93.0001610392399
2013-14,E10000016,Kent,LA,MMR_24m,91.6194178951347
2013-14,E10000016,Kent,LA,MMR1_5y,93.0377368618820
2013-14,E10000016,Kent,LA,MMR2_5y,87.1383327070696
2013-14,E10000016,Kent,LA,PCV_12m,92.7468099395568
2013-14,E10000016,Kent,LA,PCV_24m,92.5211944489443
2013-14,E10000017,Lancashire,LA,Cohort_12m,12673.0000000000000
2013-14,E10000017,Lancashire,LA,Cohort_24m,12562.0000000000000
2013-14,E10000017,Lancashire,LA,Cohort_5y,12239.0000000000000
2013-14,E10000017,Lancashire,LA,DTaP_IPV_5y,88.1526268485987
2013-14,E10000017,Lancashire,LA,DTaP_IPV_Hib_12m,92.7089087035430
2013-14,E10000017,Lancashire,LA,DTaP_IPV_Hib_24m,96.3938863238338
2013-14,E10000017,Lancashire,LA,DtaP_IPV_Hib_5y,96.9605359915026
2013-14,E10000017,Lancashire,LA,Hib_MenC_24m,90.9886960675052
2013-14,E10000017,Lancashire,LA,Hib_MenC_5y,94.2315548655936
2013-14,E10000017,Lancashire,LA,MMR_24m,93.6713899060659
2013-14,E10000017,Lancashire,LA,MMR1_5y,96.0045755372171
2013-14,E10000017,Lancashire,LA,MMR2_5y,90.0236947463028
2013-14,E10000017,Lancashire,LA,PCV_12m,91.3516925747653
2013-14,E10000017,Lancashire,LA,PCV_24m,91.1399458684923
2013-14,E10000018,Leicestershire and Rutland,LA,Cohort_12m,7391.0000000000000
2013-14,E10000018,Leicestershire and Rutland,LA,Cohort_24m,7635.0000000000000
2013-14,E10000018,Leicestershire and Rutland,LA,Cohort_5y,7642.0000000000000
2013-14,E10000018,Leicestershire and Rutland,LA,DTaP_IPV_5y,95.5116461659250
2013-14,E10000018,Leicestershire and Rutland,LA,DTaP_IPV_Hib_12m,97.8622649167907
2013-14,E10000018,Leicestershire and Rutland,LA,DTaP_IPV_Hib_24m,98.8867059593975
2013-14,E10000018,Leicestershire and Rutland,LA,DtaP_IPV_Hib_5y,98.4820727558231
2013-14,E10000018,Leicestershire and Rutland,LA,Hib_MenC_24m,97.1971185330714
2013-14,E10000018,Leicestershire and Rutland,LA,Hib_MenC_5y,95.9565558754253
2013-14,E10000018,Leicestershire and Rutland,LA,MMR_24m,96.6732154551408
2013-14,E10000018,Leicestershire and Rutland,LA,MMR1_5y,96.8332897147343
2013-14,E10000018,Leicestershire and Rutland,LA,MMR2_5y,94.2423449358807
2013-14,E10000018,Leicestershire and Rutland,LA,PCV_12m,97.6728453524557
2013-14,E10000018,Leicestershire and Rutland,LA,PCV_24m,96.8827766863130
2013-14,E10000019,Lincolnshire,LA,Cohort_12m,8015.2761394101900
2013-14,E10000019,Lincolnshire,LA,Cohort_24m,8218.2930989919900
2013-14,E10000019,Lincolnshire,LA,Cohort_5y,8397.8567164179100
2013-14,E10000019,Lincolnshire,LA,DTaP_IPV_5y,89.1250148403182
2013-14,E10000019,Lincolnshire,LA,DTaP_IPV_Hib_12m,95.9219196817108
2013-14,E10000019,Lincolnshire,LA,DTaP_IPV_Hib_24m,96.3739995149163
2013-14,E10000019,Lincolnshire,LA,DtaP_IPV_Hib_5y,95.6191380743203
2013-14,E10000019,Lincolnshire,LA,Hib_MenC_24m,94.1062333252486
2013-14,E10000019,Lincolnshire,LA,Hib_MenC_5y,92.8647750207765
2013-14,E10000019,Lincolnshire,LA,MMR_24m,93.6211496483143
2013-14,E10000019,Lincolnshire,LA,MMR1_5y,94.6931022201116
2013-14,E10000019,Lincolnshire,LA,MMR2_5y,87.3085598955242
2013-14,E10000019,Lincolnshire,LA,PCV_12m,95.7229889344772
2013-14,E10000019,Lincolnshire,LA,PCV_24m,94.5064273587194
2013-14,E10000020,Norfolk,LA,Cohort_12m,9544.6418098031000
2013-14,E10000020,Norfolk,LA,Cohort_24m,9556.9788819875800
2013-14,E10000020,Norfolk,LA,Cohort_5y,9573.6195372750600
2013-14,E10000020,Norfolk,LA,DTaP_IPV_5y,90.1706381449882
2013-14,E10000020,Norfolk,LA,DTaP_IPV_Hib_12m,96.3231497437131
2013-14,E10000020,Norfolk,LA,DTaP_IPV_Hib_24m,97.2535349060819
2013-14,E10000020,Norfolk,LA,DtaP_IPV_Hib_5y,96.1859898854446
2013-14,E10000020,Norfolk,LA,Hib_MenC_24m,94.7580565494852
2013-14,E10000020,Norfolk,LA,Hib_MenC_5y,93.1455816084152
2013-14,E10000020,Norfolk,LA,MMR_24m,93.6698768775045
2013-14,E10000020,Norfolk,LA,MMR1_5y,93.6302843772170
2013-14,E10000020,Norfolk,LA,MMR2_5y,88.4137752145597
2013-14,E10000020,Norfolk,LA,PCV_12m,95.8370649069967
2013-14,E10000020,Norfolk,LA,PCV_24m,93.9994421168986
2013-14,E10000021,Northamptonshire,LA,Cohort_12m,8886.0000000000000
2013-14,E10000021,Northamptonshire,LA,Cohort_24m,9102.0000000000000
2013-14,E10000021,Northamptonshire,LA,Cohort_5y,9083.0000000000000
2013-14,E10000021,Northamptonshire,LA,DTaP_IPV_5y,94.6713640867555
2013-14,E10000021,Northamptonshire,LA,DTaP_IPV_Hib_12m,97.6029709655638
2013-14,E10000021,Northamptonshire,LA,DTaP_IPV_Hib_24m,97.9455064820918
2013-14,E10000021,Northamptonshire,LA,DtaP_IPV_Hib_5y,96.7631839700539
2013-14,E10000021,Northamptonshire,LA,Hib_MenC_24m,96.2425840474621
